Cluster ID,Size,Keywords,Dominant Sign,IDS,Representative Example,Full Text
100,2,"pulled, relaxation, mental, accomplish, busy",virgo (50.0%),"10350, 19441",One of the most important parts of relating to your own body is making sure you get adequate rest. O...,"As you begin listening to your body, you will begin to have more control over your appetite and your emotional responses. Self-knowledge breeds self-control. One of the most important ways to make sure you are taking care of your body is to get adequate rest. On especially busy days when you feel pulled in many directions, it's crucial to calm your mind before going to bed. A hot bath with drops of lavender oil is a wonderful way to accomplish mental and physical relaxation. One of the most important parts of relating to your own body is making sure you get adequate rest. On especially busy days when you feel pulled in many directions, it's crucial that you calm your mind before you go to bed. A hot bath with drops of lavender is a wonderful way to accomplish mental and physical relaxation."
101,2,"present, routine, mom, drop, dream",virgo (50.0%),"10444, 13924","You are always happy to drop the old and start anew, but sometimes it's worth it just to stick to th...","You are always happy to drop the old and start anew, but sometimes it's worth it just to stick to the routine. Do you have a health routine? This is an important discipline for you to adhere to, because of your natural tendency to dream about the future and forget about the present. In the present, you must pay attention to the adequate administering of healthy food and plenty of water. Unless you still live with your mom, your health is up to you! You are always happy to drop the old and start anew, but sometimes it's worth it just to stick to the routine. Do you have a health routine? This is an important discipline for you to adhere to, because of your natural tendency to dream about the future and forget about the present. In the present, you must pay attention to the adequate administering of healthy food and plenty of water. Unless you still live with your mom, your health is up to you!"
102,2,"preparing, meals, healthy, texts, techniques",virgo (50.0%),"10524, 15744",You are able to intuitively sense what's needed in a given situation. If you are in the habit of pre...,"You are able to intuitively sense what's needed in a given situation. If you are in the habit of preparing meals for yourself and your family, you are probably naturally gifted at preparing healthy meals. To expand on this gift, you might learn some healthy techniques found in vegetarian or even vegan cookbooks. The perspectives contained in these texts may be new to you, but what you take away will enhance your experience of cooking and eating. You are able to intuitively sense what's needed in a given situation. If you are in the habit of preparing meals for yourself and your family, you are probably naturally gifted at preparing healthy meals. To expand on this gift, you might learn some healthy techniques found in vegetarian or even vegan cookbooks. The perspectives contained in these texts may be new to you, but what you take away will enhance your experience of cooking and eating."
103,2,"play, order, karate, punching, screaming",virgo (50.0%),"10532, 12272","As strong as you are spiritually, you must contend with issues of timidity in order to get what you ...","As strong as you are spiritually, you must contend with issues of timidity in order to get what you want in this life. With the astral energy at play, you are granted a breather during which it is OK to meander a bit and wonder about things, a natural tendency with you. However, consider getting involved in activities like boxing, kickboxing, or karate in order to increase your confidence and motivation. Play around at screaming and punching in the appropriate environment. Apart from releasing all that pent-up energy, you could meet a new side of yourself! As strong as you are spiritually, you must contend with issues of timidity in order to get what you want in this life. With the astral energy at play, you are granted a breather during which it is OK to meander a bit and wonder about things, a natural tendency with you. However, consider getting involved in activities like boxing, kickboxing, or karate in order to increase your confidence and motivation. Play around at screaming and punching in the appropriate environment. Apart from releasing all that pent-up energy, you could meet a new side of yourself!"
104,2,"games, mystery, board, read, solve",virgo (50.0%),"10541, 15761",You seem to love games that involve mystery - have you been playing enough board games lately? Gener...,"You seem to love games that involve mystery - have you been playing enough board games lately? Generally speaking, there are not enough adults who play board games these days. Human beings are among the most playful creatures on earth. When it comes to working together to solve a mystery, we easily combine forces. Indulge your sense of mystery in choosing the books you read, the films you see, even the kinds of conversation you initiate with your friends. Socrates said, ""I have decided to be happy because it is good for my health!"" You seem to love games that involve mystery - have you been playing enough board games lately? Generally speaking, there are not enough adults who play board games these days. Human beings are among the most playful creatures on earth. When it comes to working together to solve a mystery, we easily combine forces. Indulge your sense of mystery in choosing the books you read, the films you see, even the kinds of conversation you initiate with your friends. Socrates said, ""I have decided to be happy because it is good for my health!"""
105,2,"immune, news, sleep, needs, order",virgo (50.0%),"10559, 12299",One of the best ways to feel free of negative energy is to make an agreement with yourself to take a...,"One of the best ways to feel free of negative energy is to make an agreement with yourself to take a break from reading or listening to the news, even if it’s just for a day. Remember: there’s a fine line between “staying woke” and “never sleeping again.” In order for your immune system to fight off illness it needs on average a solid eight hours of sleep a night. In order to be able to sleep your body needs to know that it doesn’t have to be on high alert. Those of us who are particularly empathic need to be especially careful when it comes to the media we consume: be it heart wrenching segments on the nightly news or ultra-violent movies before bedtime, you aren’t doing your endocrine, nervous, and immune systems any favors by exposing it to over-stimulating, frightening content. One of the best ways to feel free of negative energy is to make an agreement with yourself to take a break from reading or listening to the news, even if it’s just for a day. Remember: there’s a fine line between “staying woke” and “never sleeping again.” In order for your immune system to fight off illness it needs on average a solid eight hours of sleep a night. In order to be able to sleep your body needs to know that it doesn’t have to be on high alert. Those of us who are particularly empathic need to be especially careful when it comes to the media we consume: be it heart wrenching segments on the nightly news or ultra-violent movies before bedtime, you aren’t doing your endocrine, nervous, and immune systems any favors by exposing it to over-stimulating, frightening content."
106,2,"feelings, magic, thrilling, potter, magical",virgo (50.0%),"10587, 12327","The planetary alignment today gives you a magical quality. It is subtle, so don't expect to be compe...","The planetary alignment today gives you a magical quality. It is subtle, so don't expect to be competing with Harry Potter, but you can internally feel a special energy if you meditate on this for a moment. There is magic in having a body - it allows us to feel the most incredible things. Take note of these feelings and consider what you can do for your body that will enhance these thrilling feelings. The planetary alignment today gives you a magical quality. It is subtle, so don't expect to be competing with Harry Potter, but you can internally feel a special energy if you meditate on this for a moment. There is magic in having a body - it allows us to feel the most incredible things. Take note of these feelings and consider what you can do for your body that will enhance these thrilling feelings."
107,2,"relationships, lovers, homework, devote, contact",virgo (50.0%),"10595, 15815",Give yourself the time you need to get your work accomplished so that you can then devote the necess...,"Give yourself the time you need to get your work accomplished so that you can then devote the necessary time to your relationships. This is a day to take comfort in what you know is real and good in your life: friends, children, lovers and parents. Contact a lost friend, offer to help your child with their homework, ask your partner for a little tenderness. Whatever it is you can do to get the most out of your personal relationships is recommended for today. Give yourself the time you need to get your work accomplished so that you can then devote the necessary time to your relationships. This is a day to take comfort in what you know is real and good in your life: friends, children, lovers and parents. Contact a lost friend, offer to help your child with their homework, ask your partner for a little tenderness. Whatever it is you can do to get the most out of your personal relationships is recommended for today."
108,2,"news, look, told, oh, perceive",virgo (50.0%),"10596, 15816","The good news is, you're going to look your best today! The glow on your face will come from a myste...","The good news is, you're going to look your best today! The glow on your face will come from a mysterious inner source, or at least that's how others may perceive it. You may not exactly feel well balanced on the inside, but you certainly can enjoy being told you look great. Go ahead and enhance it by styling your hair differently or spending a little extra time in the bathroom pulling yourself together. Oh, and by the way, there is no bad news! The good news is, you're going to look your best today! The glow on your face will come from a mysterious inner source, or at least that's how others may perceive it. You may not exactly feel well balanced on the inside, but you certainly can enjoy being told you look great. Go ahead and enhance it by styling your hair differently or spending a little extra time in the bathroom pulling yourself together. Oh, and by the way, there is no bad news!"
109,2,"feet, oil, warm, special, friend",libra (50.0%),"12274, 15754",This is a good time to pay special attention to your feet. Filling tubs of warm water should be a us...,"This is a good time to pay special attention to your feet. Filling tubs of warm water should be a usual practice, especially when you regularly have to wear socks or stockings and shoes. If you’re able to enlist the help of a special friend to make this a really worthwhile process, that's even better: add a dozen drops of lavender oil (or Australian tea tree oil) to the tub of warm water and soak your feet. Consider referring to a book on reflexology and discover the therapeutic benefits of foot massage with your friend. This is a good time to pay special attention to your feet. Filling tubs of warm water should be a usual practice, especially when you regularly have to wear socks or stockings and shoes. If you’re able to enlist the help of a special friend to make this a really worthwhile process, that's even better: add a dozen drops of lavender oil (or Australian tea tree oil) to the tub of warm water and soak your feet. Consider referring to a book on reflexology and discover the therapeutic benefits of foot massage with your friend."
110,2,"cool, hot, think, benefit, help",libra (50.0%),"12354, 17574","If you run into difficulty today, it will benefit you to take a break and give yourself some quiet, ...","If you run into difficulty today, it will benefit you to take a break and give yourself some quiet, private time to cool down before taking action. There is a strong tendency to act irrationally. Give others the benefit of the doubt. Remember the phrase: ""I'll have to think about this and get back to you."" These words can help when your emotions are too hot to allow you to think on the spot. Drinking hot beverages will help cool your interior pathways. If you run into difficulty today, it will benefit you to take a break and give yourself some quiet, private time to cool down before taking action. There is a strong tendency to act irrationally. Give others the benefit of the doubt. Remember the phrase: ""I'll have to think about this and get back to you."" These words can help when your emotions are too hot to allow you to think on the spot. Drinking hot beverages will help cool your interior pathways."
111,2,"muscles, martial, stretch, productivity, outlets",libra (50.0%),"12362, 14102","If you find balancing many possibilities an exhausting and pointless exercise, consider changing you...","If you find balancing many possibilities an exhausting and pointless exercise, consider changing your point of view and focusing that energy to your benefit. Try alternating as many different outlets as you can in your workout routine: swim one day, run another, and do some challenging yoga in between to stretch and strengthen your muscles. Or try martial arts to keep yourself alert and fit. Remember to drink plenty of water in order to secure your inner source of productivity. If you find balancing many possibilities an exhausting and pointless exercise, consider changing your point of view and focusing that energy to your benefit. Try alternating as many different outlets as you can in your workout routine: swim one day, run another, and do some challenging yoga in between to stretch and strengthen your muscles. Or try martial arts to keep yourself alert and fit. Remember to drink plenty of water in order to secure your inner source of productivity."
112,2,"aspect, preparation, reminiscent, realization, shared",libra (50.0%),"12371, 17591",Today's planetary alignment gives you the ability to weigh both sides of an issue and decide which c...,"Today's planetary alignment gives you the ability to weigh both sides of an issue and decide which conclusion to draw. The planetary energies working together are reminiscent of the effects of the combos: diet and exercise, rest and action, time alone and time shared with others whenever possible. In each coupling, there is the preparation aspect and the realization aspect. Bringing this kind of balance into your life takes commitment - it does not happen by chance. Meditate (whatever that means to you), and focus. Today's planetary alignment gives you the ability to weigh both sides of an issue and decide which conclusion to draw. The planetary energies working together are reminiscent of the effects of the combos: diet and exercise, rest and action, time alone and time shared with others whenever possible. In each coupling, there is the preparation aspect and the realization aspect. Bringing this kind of balance into your life takes commitment - it does not happen by chance. Meditate (whatever that means to you), and focus."
113,2,"eating, ready, emotions, taking, look",libra (50.0%),"12389, 14129","With today's planetary movements, it's time to look at your what foods you’ve been eating regularly ...","With today's planetary movements, it's time to look at your what foods you’ve been eating regularly and how it's affecting your emotions. Practice taking a good look at how you are feeling when you get ready for bed and when you get ready for work in the morning. Do you feel strong and flexible, calm, and relaxed? Food has a tremendous impact on how we process our emotions, both what we eat and how we eat it. Start paying closer attention, it may be time to re-examine some of your habits like eating while taking in a particularly upsetting news segment, or eating at your desk because you don’t feel you can afford the time it takes to take a proper lunch break. With today's planetary movements, it's time to look at your what foods you’ve been eating regularly and how it's affecting your emotions. Practice taking a good look at how you are feeling when you get ready for bed and when you get ready for work in the morning. Do you feel strong and flexible, calm, and relaxed? Food has a tremendous impact on how we process our emotions, both what we eat and how we eat it. Start paying closer attention, it may be time to re-examine some of your habits like eating while taking in a particularly upsetting news segment, or eating at your desk because you don’t feel you can afford the time it takes to take a proper lunch break."
114,2,"feeling, way, leaves, peaceful, lovely",libra (50.0%),"12417, 14157",The aspect of the day creates a kind of harmony that gives you a peaceful feeling today. You may fin...,"The aspect of the day creates a kind of harmony that gives you a peaceful feeling today. You may find others who feel the same way and by all means acknowledge it and encourage it. Also, take a moment to check in with your body and notice where this feeling is coming from, where it is registered. That is a very special place in your body, and you may want to find some way of honoring it. Applying a hot compress with fresh sage leaves would be lovely. The aspect of the day creates a kind of harmony that gives you a peaceful feeling today. You may find others who feel the same way and by all means acknowledge it and encourage it. Also, take a moment to check in with your body and notice where this feeling is coming from, where it is registered. That is a very special place in your body, and you may want to find some way of honoring it. Applying a hot compress with fresh sage leaves would be lovely."
115,2,"better, sleeping, accomplishing, skipped, walking",libra (50.0%),"12425, 17645","It's not going to be an easy day for you, especially if you skipped breakfast! Some protein with you...","It's not going to be an easy day for you, especially if you skipped breakfast! Some protein with your next meal is recommended. You should give yourself the luxury of feeling grounded today, above all else. Accomplishing this is different for everybody, but it's safe to say that you would be better off having a home-cooked dinner than getting takeout, better off walking than traveling by car, and better off sleeping in your own bed than someone else's - though that doesn't necessarily mean sleeping alone! It's not going to be an easy day for you, especially if you skipped breakfast! Some protein with your next meal is recommended. You should give yourself the luxury of feeling grounded today, above all else. Accomplishing this is different for everybody, but it's safe to say that you would be better off having a home-cooked dinner than getting takeout, better off walking than traveling by car, and better off sleeping in your own bed than someone else's - though that doesn't necessarily mean sleeping alone!"
116,2,"appearance, things, important, slack, pretty",libra (50.0%),"12426, 17646","Things may not be exactly as you want them today, but they are actually pretty good when you really ...","Things may not be exactly as you want them today, but they are actually pretty good when you really think about it. It's important to try to get a little perspective on things. Cut yourself some slack about your appearance, for one thing. You have a lot of baggage (we all do) when it comes to your appearance, and you must remember that the most important things in life are on the inside of your body. With that in mind, give your inner organs the benefit of some aerobic exercise. Things may not be exactly as you want them today, but they are actually pretty good when you really think about it. It's important to try to get a little perspective on things. Cut yourself some slack about your appearance, for one thing. You have a lot of baggage (we all do) when it comes to your appearance, and you must remember that the most important things in life are on the inside of your body. With that in mind, give your inner organs the benefit of some aerobic exercise."
117,2,"love, tofutti, paramount, troubling, substitute",scorpio (50.0%),"14104, 17584","Today's energy is all about knowing what you need in your life in terms of structure, and then abidi...","Today's energy is all about knowing what you need in your life in terms of structure, and then abiding by this in the most original and true-to-form manner possible. For instance, if you love ice cream and yet hate what it does to your body, it is paramount that you develop a love of Tofutti or some other less troubling substitute. If you do not take the initiative, something else will: your cholesterol level, for example! Today's energy is all about knowing what you need in your life in terms of structure, and then abiding by this in the most original and true-to-form manner possible. For instance, if you love ice cream and yet hate what it does to your body, it is paramount that you develop a love of Tofutti or some other less troubling substitute. If you do not take the initiative, something else will: your cholesterol level, for example!"
118,2,"messages, body, possibly, strain, headway",scorpio (50.0%),"14184, 19404",If you are staying grounded and have been making headway in the choice of food you eat and your dail...,"If you are staying grounded and have been making headway in the choice of food you eat and your daily exercise practice, today may come and go with no great strain. If, on the other hand, you have been ignoring your body's more subtle messages, you may receive a wakeup call. Attention is required in order to live the healthiest way possible. Address your body's wishes as much as you possibly can. If you don't hear your body's messages, you need to take the time to tune in. If you are staying grounded and have been making headway in the choice of food you eat and your daily exercise practice, today may come and go with no great strain. If, on the other hand, you have been ignoring your body's more subtle messages, you may receive a wakeup call. Attention is required in order to live the healthiest way possible. Address your body's wishes as much as you possibly can. If you don't hear your body's messages, you need to take the time to tune in."
119,2,"impels, entity, cuddle, pets, couch",scorpio (50.0%),"14192, 15932","Today's planetary alignment impels you to create structure and balance. You work out, you run, you e...","Today's planetary alignment impels you to create structure and balance. You work out, you run, you eat right, you invest in holistic products, but what good is it all if you can't have a cuddle on the couch with the living entity of your choice? After all, this is what makes us feel whole and well. Whether its love or friendship you have in your life at the moment, people or adored pets, don't forget your need for tenderness and intimacy. Today's planetary alignment impels you to create structure and balance. You work out, you run, you eat right, you invest in holistic products, but what good is it all if you can't have a cuddle on the couch with the living entity of your choice? After all, this is what makes us feel whole and well. Whether its love or friendship you have in your life at the moment, people or adored pets, don't forget your need for tenderness and intimacy."
120,2,"healthy, lots, juices, evaluate, tofu",scorpio (50.0%),"14201, 19421",Today you can evaluate and act with fluency. The greatest benefit of this special energy will come f...,"Today you can evaluate and act with fluency. The greatest benefit of this special energy will come from focusing on yourself, not others. What is right for you in any given situation is up to you to decide. To prepare for making good dietary decisions, stock your house with healthy foods - and give yourself lots of choices. There are many ways to have healthy diet - fresh juices, colorful salads, expertly prepared tofu. These options take considerable effort, but the payoff is worth it, don't you think? Today you can evaluate and act with fluency. The greatest benefit of this special energy will come from focusing on yourself, not others. What is right for you in any given situation is up to you to decide. To prepare for making good dietary decisions, stock your house with healthy foods - and give yourself lots of choices. There are many ways to have healthy diet - fresh juices, colorful salads, expertly prepared tofu. These options take considerable effort, but the payoff is worth it, don't you think?"
121,2,"pad, shoulders, heating, disciplinary, direction",scorpio (50.0%),"14219, 15959",Discipline is something you take for granted: you've never had a problem understanding what it takes...,"Discipline is something you take for granted: you've never had a problem understanding what it takes to get from ""A"" to ""B."" However, it's important to believe in what you set out to do. Given that you have such powerful disciplinary abilities, why not take yourself in the direction you want to go? Start with a light self-massage or heating pad applied to your neck and shoulders, or any other area of your body where you store tension, and let the clear thinking begin! Discipline is something you take for granted: you've never had a problem understanding what it takes to get from ""A"" to ""B."" However, it's important to believe in what you set out to do. Given that you have such powerful disciplinary abilities, why not take yourself in the direction you want to go? Start with a light self-massage or heating pad applied to your neck and shoulders, or any other area of your body where you store tension, and let the clear thinking begin!"
122,2,"know, want, toes, centering, actively",scorpio (50.0%),"14247, 15987",Another pleasant transit gives you the ease of getting what you want without stepping on other peopl...,"Another pleasant transit gives you the ease of getting what you want without stepping on other people's toes. However, you have to know what you want in order to get it, and that's where the work comes in. Centering yourself has to be part of your daily program. Exercise is a great way to do this. So is actively managing your diet so that you know what to expect from what you eat. Another pleasant transit gives you the ease of getting what you want without stepping on other people's toes. However, you have to know what you want in order to get it, and that's where the work comes in. Centering yourself has to be part of your daily program. Exercise is a great way to do this. So is actively managing your diet so that you know what to expect from what you eat."
123,2,"says, notes, anticipate, voice, succeed",scorpio (50.0%),"14255, 19475",Your dreams and intuition meet head-on with your will to succeed and your drive. But maybe you don't...,Your dreams and intuition meet head-on with your will to succeed and your drive. But maybe you don't really have a goal in mind that would benefit from this kind of energy. That's fine; all you need to do today is listen to your inner voice and take notes. There's nothing that says you must decide anything now. But you may want to anticipate the decisions you know are coming up. This will help you to be prepared. Your dreams and intuition meet head-on with your will to succeed and your drive. But maybe you don't really have a goal in mind that would benefit from this kind of energy. That's fine; all you need to do today is listen to your inner voice and take notes. There's nothing that says you must decide anything now. But you may want to anticipate the decisions you know are coming up. This will help you to be prepared.
124,2,"emotions, shed, unexpressed, tears, finds",scorpio (50.0%),"14256, 19476",I wouldn't be surprised if you shed some tears today. Who ever said it's wrong to cry? Do you preten...,"I wouldn't be surprised if you shed some tears today. Who ever said it's wrong to cry? Do you pretend you're not feeling anything at all when you are overwhelmed? If today is indeed a day that finds you crying, be happy! Blocked emotions weigh you down and make it hard for you to feel alive. If you can make it to a gentle yoga or a meditation class, it would help you to explore some unexpressed emotions you might not even know are there. I wouldn't be surprised if you shed some tears today. Who ever said it's wrong to cry? Do you pretend you're not feeling anything at all when you are overwhelmed? If today is indeed a day that finds you crying, be happy! Blocked emotions weigh you down and make it hard for you to feel alive. If you can make it to a gentle yoga or a meditation class, it would help you to explore some unexpressed emotions you might not even know are there."
125,2,"process, sugars, stimulation, longer, acquire",sagittarius (50.0%),"15934, 19414",Considering your options is as important a habit to acquire as is making decisions and taking action...,"Considering your options is as important a habit to acquire as is making decisions and taking action! The planets are now aligned for this kind of process - are you? Whatever your health habits are, it's a good time to eliminate the ones you no longer need. They get in the way of the process of progress. Treat yourself to the physical pleasures of long walks and stretching your limbs; forego the cheap stimulation of processed sugars and a high-carb diet. You will enjoy the results - I promise! Considering your options is as important a habit to acquire as is making decisions and taking action! The planets are now aligned for this kind of process - are you? Whatever your health habits are, it's a good time to eliminate the ones you no longer need. They get in the way of the process of progress. Treat yourself to the physical pleasures of long walks and stretching your limbs; forego the cheap stimulation of processed sugars and a high-carb diet. You will enjoy the results - I promise!"
126,2,"exercises, focus, breathing, attention, spirit",sagittarius (50.0%),"16014, 21234",There is a sensitivity to your spirit that is often overlooked! With so much distraction in the worl...,"There is a sensitivity to your spirit that is often overlooked! With so much distraction in the world, you must become very aware of your attention so that you can focus it on yourself. Focus is a great aspect of yoga, especially focus on the breath. Breathing exercises are a wonderful and a simple skill to learn. Yet it is not so easy to stick to regular breathing exercises. Greater control over your own attention will increase the quality of your life immeasurably. There is a sensitivity to your spirit that is often overlooked! With so much distraction in the world, you must become very aware of your attention so that you can focus it on yourself. Focus is a great aspect of yoga, especially focus on the breath. Breathing exercises are a wonderful and a simple skill to learn. Yet it is not so easy to stick to regular breathing exercises. Greater control over your own attention will increase the quality of your life immeasurably."
127,2,"pressure, make, important, stays, forever",sagittarius (50.0%),"16022, 17762",Today's aspect can make you feel like every decision you make is ALL important. This kind of pressur...,"Today's aspect can make you feel like every decision you make is ALL important. This kind of pressure can be difficult and confusing at times. Of course, what you eat and how much you exercise and whether you sleep well (and enough) are all important. But feeling like the decisions you make today are binding is a counter-productive force. Allow the feelings to come up and acknowledge any pressure you feel. Remember that nothing stays the same forever - including the position of the planets! Today's aspect can make you feel like every decision you make is ALL important. This kind of pressure can be difficult and confusing at times. Of course, what you eat and how much you exercise and whether you sleep well (and enough) are all important. But feeling like the decisions you make today are binding is a counter-productive force. Allow the feelings to come up and acknowledge any pressure you feel. Remember that nothing stays the same forever - including the position of the planets!"
128,2,"strict, selves, outer, tired, dialogue",sagittarius (50.0%),"16031, 21251",Your inner and outer selves are engaged in a great dialogue these days. It may seem like you have a ...,"Your inner and outer selves are engaged in a great dialogue these days. It may seem like you have a radio inside your head! This is something many of us feel right now. To understand what is being said, it is important to follow some rather strict guidelines: exercise enough so that you are tired enough to fall asleep early enough! The sleep you get during the current transits is vital. Your mind needs plenty of rest in order to sort out all the information at hand. Your inner and outer selves are engaged in a great dialogue these days. It may seem like you have a radio inside your head! This is something many of us feel right now. To understand what is being said, it is important to follow some rather strict guidelines: exercise enough so that you are tired enough to fall asleep early enough! The sleep you get during the current transits is vital. Your mind needs plenty of rest in order to sort out all the information at hand."
129,2,"fiber, immune, clear, keeps, produce",sagittarius (50.0%),"16049, 17789",Give yourself the benefit of plenty of drinking water every day. Not only does it aid digestion and ...,"Give yourself the benefit of plenty of drinking water every day. Not only does it aid digestion and keep your skin clear, but it is also a surefire boost for your immune system. There are certain times when we need to take special care to stay healthy. Eating fresh produce is important not only for its nutritional value but the fiber it contains. Fiber keeps our digestive system clear of build-up caused by too much starch and sugar, which can lead to lowered energy and immune responses. Give yourself the benefit of plenty of drinking water every day. Not only does it aid digestion and keep your skin clear, but it is also a surefire boost for your immune system. There are certain times when we need to take special care to stay healthy. Eating fresh produce is important not only for its nutritional value but the fiber it contains. Fiber keeps our digestive system clear of build-up caused by too much starch and sugar, which can lead to lowered energy and immune responses."
130,2,"favorite, wonderful, work, transit, projects",sagittarius (50.0%),"16077, 17817","Today's favorable aspect is like having lunch with your mother and a favorite aunt, or your father a...","Today's favorable aspect is like having lunch with your mother and a favorite aunt, or your father and a favorite uncle. You feel special, loved and content in knowing that things will work out for the best. This is a wonderful transit for working on projects at home, organizing your desk at work, or shopping for necessary items. You feel practical yet excited at the same time. Don't let this wonderful transit escape you: increase your sensitivity to this energy through exercise. Today's favorable aspect is like having lunch with your mother and a favorite aunt, or your father and a favorite uncle. You feel special, loved and content in knowing that things will work out for the best. This is a wonderful transit for working on projects at home, organizing your desk at work, or shopping for necessary items. You feel practical yet excited at the same time. Don't let this wonderful transit escape you: increase your sensitivity to this energy through exercise."
131,2,"looking, level, spend, pregnant, instinct",sagittarius (50.0%),"16085, 21305","If you're looking to get pregnant, or if your looking to impregnate someone, today is a highly proba...","If you're looking to get pregnant, or if your looking to impregnate someone, today is a highly probable day to make that happen! On another level, it could just mean that your intuition is functioning at a high level. Another way to put it is: trust your gut instinct. All of the above apply to your feeling that you must take seriously the commitments you make today. It's also a good day to spend with children, if you have any. If you're looking to get pregnant, or if your looking to impregnate someone, today is a highly probable day to make that happen! On another level, it could just mean that your intuition is functioning at a high level. Another way to put it is: trust your gut instinct. All of the above apply to your feeling that you must take seriously the commitments you make today. It's also a good day to spend with children, if you have any."
132,2,"spouse, snuggling, parent, street, smile",sagittarius (50.0%),"16086, 21306","The planetary alignment makes this a good day for snuggling, getting closer to your loved ones if po...","The planetary alignment makes this a good day for snuggling, getting closer to your loved ones if possible, or just being a good parent, spouse, and friend. You may notice that your focus is not on those relationships that don't move you: the people you don't really click with or the average person on the street may not be the recipient of your smile today. Stay close to home and be present to your emotional truth. The planetary alignment makes this a good day for snuggling, getting closer to your loved ones if possible, or just being a good parent, spouse, and friend. You may notice that your focus is not on those relationships that don't move you: the people you don't really click with or the average person on the street may not be the recipient of your smile today. Stay close to home and be present to your emotional truth."
133,2,"meals, change, architect, opportune, nuts",capricorn (50.0%),"17764, 21244","You see what needs to change in your life, and you are the only one to make the changes. This is an ...","You see what needs to change in your life, and you are the only one to make the changes. This is an opportune time to literally be the architect of your world. With the alignment at play today, change is probable in places you never would have thought possible. To help keep your energy high, try reducing the calories in your diet. Start by eating lighter meals, and then try to include some of the following in your meals: peas, fennel, parsley, whole grains and pistachio nuts (good for the lungs!). You see what needs to change in your life, and you are the only one to make the changes. This is an opportune time to literally be the architect of your world. With the alignment at play today, change is probable in places you never would have thought possible. To help keep your energy high, try reducing the calories in your diet. Start by eating lighter meals, and then try to include some of the following in your meals: peas, fennel, parsley, whole grains and pistachio nuts (good for the lungs!)."
134,2,"bed, marketplace, fortify, fear, surroundings",capricorn (50.0%),"17852, 19592","You certainly like certainty, and with such strong celestial energy, you may find yourself feeling a...","You certainly like certainty, and with such strong celestial energy, you may find yourself feeling a little faint of heart today. Dig into what you know and fortify yourself with protective surroundings. This means sticking to your exercise regimen, not crawling under the covers for 'fear of the marketplace!' Push yourself to stick to your healthy habits - fresh fruits and vegetables, plenty of water - then get to bed early so you have time to lounge and experience the comfort of your bed! You certainly like certainty, and with such strong celestial energy, you may find yourself feeling a little faint of heart today. Dig into what you know and fortify yourself with protective surroundings. This means sticking to your exercise regimen, not crawling under the covers for 'fear of the marketplace!' Push yourself to stick to your healthy habits - fresh fruits and vegetables, plenty of water - then get to bed early so you have time to lounge and experience the comfort of your bed!"
135,2,"habits, reflection, chaos, basis, affected",capricorn (50.0%),"17879, 19619","Even during a time of great activity, it serves you well when you can create a space for reflection ...","Even during a time of great activity, it serves you well when you can create a space for reflection and introspection on a regular basis. How has your health been affected by your actions lately? What would you like to change about your eating habits and your other health habits such as sleep and exercise? Don't let the chaos of your days distract you from asking yourself the questions that have the greatest impact on your wellbeing. Even during a time of great activity, it serves you well when you can create a space for reflection and introspection on a regular basis. How has your health been affected by your actions lately? What would you like to change about your eating habits and your other health habits such as sleep and exercise? Don't let the chaos of your days distract you from asking yourself the questions that have the greatest impact on your wellbeing."
136,2,"respect, food, flavor, lightheartedness, spring",capricorn (50.0%),"17907, 19647",The aspect of the day gives you a wonderful burst of positive energy. You may feel as though anythin...,The aspect of the day gives you a wonderful burst of positive energy. You may feel as though anything is possible. You sense spring in the air! This happy feeling can touch others at home and at work. Enjoy your lightheartedness and celebrate by encouraging it in others. Even the food you eat can reflect a respect for this kind of energy. Organic food grown with respect for the earth is a great place to start (and it has better flavor). The aspect of the day gives you a wonderful burst of positive energy. You may feel as though anything is possible. You sense spring in the air! This happy feeling can touch others at home and at work. Enjoy your lightheartedness and celebrate by encouraging it in others. Even the food you eat can reflect a respect for this kind of energy. Organic food grown with respect for the earth is a great place to start (and it has better flavor).
137,2,"healthy, brighten, playfulness, joy, picking",aquarius (50.0%),"19682, 21422",Your playful energy is encouraged by today's astral configuration. You will know just what to do to ...,"Your playful energy is encouraged by today's astral configuration. You will know just what to do to brighten your best friend's day, and it will certainly be appreciated. You may notice that your sense of playfulness brings you great joy in the healthy practices of exercise and cooking nutritious meals. You feel healthy and you gravitate towards things that enhance your health. It's a wonderful day for picking up healthy new habits from others. Your playful energy is encouraged by today's astral configuration. You will know just what to do to brighten your best friend's day, and it will certainly be appreciated. You may notice that your sense of playfulness brings you great joy in the healthy practices of exercise and cooking nutritious meals. You feel healthy and you gravitate towards things that enhance your health. It's a wonderful day for picking up healthy new habits from others."
138,2,"truly, physical, know, visual, spoken",aquarius (50.0%),"19709, 21449",Today's favorable planetary transit is a wonderful aspect for communicating with friends who mean a ...,"Today's favorable planetary transit is a wonderful aspect for communicating with friends who mean a lot to you. Communication of all kinds appeals to you: spoken, visual, artistic, and physical. To know what you are truly feeling, it's helpful to get some regular physical exercise that allows your body to ""speak"" to you. Once you know what you feel, you are more able to communicate with those people you truly care about. Today's favorable planetary transit is a wonderful aspect for communicating with friends who mean a lot to you. Communication of all kinds appeals to you: spoken, visual, artistic, and physical. To know what you are truly feeling, it's helpful to get some regular physical exercise that allows your body to ""speak"" to you. Once you know what you feel, you are more able to communicate with those people you truly care about."
